"","track_name","danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration_ms","explicit","key_name","mode_name","key_mode","album_name","album_release_date","track_id","album_id"
"132","Forever Winter (Taylor's Version) (From The Vault)",0.611,0.552,-5.828,0.031,0.256,0,0.134,0.41,116.012,4,263533,FALSE,"G","major","G major","Red (Taylor's Version)","2021-11-12","3oGVx9RBmiYGv5ZCecWLkx","6kZ42qRrzov54LcAk4onW9"
"133","Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault)",0.61,0.488,-6.918,0.0293,0.817,0,0.312,0.443,125.039,4,240226,FALSE,"D#","major","D# major","Red (Taylor's Version)","2021-11-12","4IQkfUsrwXol38VV3U7t7T","6kZ42qRrzov54LcAk4onW9"
"134","The Very First Night (Taylor's Version) (From The Vault)",0.678,0.733,-5.025,0.0281,0.00115,0,0.104,0.581,121.009,4,200280,FALSE,"G","major","G major","Red (Taylor's Version)","2021-11-12","6pYNq0ZwpPVazKzsqpf0G8","6kZ42qRrzov54LcAk4onW9"
"135","All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)",0.631,0.518,-8.771,0.0303,0.274,0,0.088,0.205,93.023,4,613026,TRUE,"C","major","C major","Red (Taylor's Version)","2021-11-12","5enxwA8aAbwZbf5qCHORXi","6kZ42qRrzov54LcAk4onW9"
"136","Lavender Haze",0.735,0.444,-10.519,0.0684,0.204,0.0012,0.17,0.0984,97.038,4,202395,TRUE,"A#","major","A# major","Midnights","2022-10-22","4g2c7NoTWAOSYDy44l9nub","3lS1y25WAhcqJDATJK70Mq"
"137","Maroon",0.658,0.378,-8.3,0.0379,0.0593,0,0.0976,0.0382,108.034,4,218270,TRUE,"G","major","G major","Midnights","2022-10-22","199E1RRrVmVTQqBXih5qRC","3lS1y25WAhcqJDATJK70Mq"
"138","Anti-Hero",0.638,0.634,-6.582,0.0457,0.133,1.23e-06,0.152,0.519,96.953,4,200690,FALSE,"E","major","E major","Midnights","2022-10-22","02Zkkf2zMkwRGQjZ7T4p8f","3lS1y25WAhcqJDATJK70Mq"
"139","Snow On The Beach (feat. Lana Del Rey)",0.659,0.323,-13.425,0.0436,0.735,0.00321,0.116,0.154,110.007,4,256124,TRUE,"A","major","A major","Midnights","2022-10-22","6ADDIJxxqzM9LMpm78yzQG","3lS1y25WAhcqJDATJK70Mq"
"140","You're On Your Own, Kid",0.694,0.38,-10.307,0.0614,0.416,8.47e-06,0.126,0.376,120.044,4,194206,FALSE,"D","major","D major","Midnights","2022-10-22","7gVWKBcfIW93YxNBi3ApIE","3lS1y25WAhcqJDATJK70Mq"
"141","Midnight Rain",0.636,0.377,-11.721,0.0708,0.71,6.51e-05,0.115,0.23,139.966,4,174782,FALSE,"C","major","C major","Midnights","2022-10-22","6Nl7KyvjkFncGsjB49SxLl","3lS1y25WAhcqJDATJK70Mq"
"142","Question...?",0.751,0.502,-8.777,0.162,0.226,0,0.297,0.112,108.989,4,210556,TRUE,"G","major","G major","Midnights","2022-10-22","6C7OF1Jal7YkyjzyUG8vkK","3lS1y25WAhcqJDATJK70Mq"
"143","Vigilante Shit",0.87,0.279,-11.134,0.364,0.16,1.74e-05,0.121,0.16,79.996,4,164801,TRUE,"E","minor","E minor","Midnights","2022-10-22","5yeuXkukVGuix3vmLu2BPJ","3lS1y25WAhcqJDATJK70Mq"
"144","Bejeweled",0.7,0.55,-9.13,0.0653,0.0661,0.000102,0.091,0.412,164.003,4,194165,FALSE,"G","major","G major","Midnights","2022-10-22","0jvo9CjnbR0lYUDTSNTMiu","3lS1y25WAhcqJDATJK70Mq"
"145","Labyrinth",0.487,0.313,-15.434,0.0487,0.791,0.348,0.124,0.141,110.039,4,247962,FALSE,"C","major","C major","Midnights","2022-10-22","43q586vP8gGkYypKoSddhl","3lS1y25WAhcqJDATJK70Mq"
"146","Karma",0.649,0.622,-7.054,0.0582,0.074,0,0.594,0.106,90.024,4,204852,TRUE,"G#","major","G# major","Midnights","2022-10-22","5oqDgw5VGBln5dSIOPWyBq","3lS1y25WAhcqJDATJK70Mq"
"147","Sweet Nothing",0.334,0.161,-14.875,0.0506,0.967,4.71e-05,0.115,0.396,176.747,4,188496,FALSE,"C","major","C major","Midnights","2022-10-22","3zmwONxswBAzGwExPugSLN","3lS1y25WAhcqJDATJK70Mq"
"148","Mastermind",0.661,0.352,-14.077,0.117,0.571,0.00147,0.0884,0.13,125.934,4,191039,FALSE,"E","major","E major","Midnights","2022-10-22","56hioFjQ0DXrdn04hZcFgG","3lS1y25WAhcqJDATJK70Mq"
"149","The Great War",0.573,0.741,-8.987,0.0353,0.219,2.23e-05,0.0842,0.554,96.016,4,240355,FALSE,"F","major","F major","Midnights","2022-10-22","3UMrglJeju5yWyYIW6o99b","3lS1y25WAhcqJDATJK70Mq"
"150","Bigger Than The Whole Sky",0.422,0.235,-12.379,0.0568,0.826,0.00648,0.115,0.068,165.71,4,218502,FALSE,"F#","major","F# major","Midnights","2022-10-22","0BiqmkasE5FdrChwKfVp8X","3lS1y25WAhcqJDATJK70Mq"
"151","Paris",0.7,0.509,-10.547,0.0789,0.112,3.27e-05,0.137,0.345,110.947,4,196258,FALSE,"G","major","G major","Midnights","2022-10-22","7712gjoih4QoDbXpljEk21","3lS1y25WAhcqJDATJK70Mq"
"152","High Infidelity",0.646,0.529,-10.179,0.0864,0.723,0,0.0885,0.755,87.862,4,231475,FALSE,"A#","major","A# major","Midnights","2022-10-22","5kiZGSxgqPdv6rbqL9THdd","3lS1y25WAhcqJDATJK70Mq"
"153","Glitch",0.675,0.466,-9.738,0.201,0.361,0,0.11,0.347,140.864,4,148781,FALSE,"B","minor","B minor","Midnights","2022-10-22","6wAFvJPpTZVirBKGZ4EnMW","3lS1y25WAhcqJDATJK70Mq"
"154","Would've, Could've, Should've",0.483,0.84,-6.508,0.119,0.43,0.000575,0.146,0.55,157.979,4,260361,FALSE,"G","major","G major","Midnights","2022-10-22","0aV5uARAknQgYhBaK944FP","3lS1y25WAhcqJDATJK70Mq"
"155","Dear Reader",0.562,0.388,-12.088,0.0705,0.481,0.00145,0.117,0.159,107.747,4,225194,FALSE,"C","major","C major","Midnights","2022-10-22","3QF5RsWzK1lCvf2o2cY65P","3lS1y25WAhcqJDATJK70Mq"
"156","Mine (Taylor's Version)",0.646,0.783,-2.846,0.0356,0.00444,1.38e-06,0.171,0.49,121.08,4,231706,FALSE,"G","major","G major","Speak Now (Taylor's Version)","2023-07-07","7G0gBu6nLdhFDPRLc0HdDG","5AEDGbliTTfjOB8TSm1sxt"
"157","Sparks Fly (Taylor’s Version)",0.588,0.758,-2.347,0.0305,0.0251,0,0.131,0.387,114.991,4,261230,FALSE,"F","major","F major","Speak Now (Taylor's Version)","2023-07-07","3MytWN8L7shNYzGl4tAKRp","5AEDGbliTTfjOB8TSm1sxt"
"158","Back To December (Taylor's Version)",0.497,0.635,-3.927,0.0273,0.00621,0,0.117,0.203,142.063,4,294189,FALSE,"D","major","D major","Speak Now (Taylor's Version)","2023-07-07","79uDOz0zuuWS7HWxzMmTa2","5AEDGbliTTfjOB8TSm1sxt"
"159","Speak Now (Taylor's Version)",0.727,0.677,-2.871,0.0325,0.248,0,0.143,0.639,118.995,4,242473,FALSE,"G","major","G major","Speak Now (Taylor's Version)","2023-07-07","5xXqyjLicvEpch72qEryFT","5AEDGbliTTfjOB8TSm1sxt"
"160","Dear John (Taylor's Version)",0.419,0.47,-5.016,0.0296,0.0236,0,0.163,0.133,119.294,3,405906,FALSE,"E","major","E major","Speak Now (Taylor's Version)","2023-07-07","1zU8j1x3yi9xalMF96pzKp","5AEDGbliTTfjOB8TSm1sxt"
"161","Mean (Taylor's Version)",0.524,0.692,-3.866,0.0369,0.311,0,0.192,0.621,163.874,4,238693,FALSE,"E","major","E major","Speak Now (Taylor's Version)","2023-07-07","30Y4CV7A6YqtQtTTo7Ue4j","5AEDGbliTTfjOB8TSm1sxt"
"162","The Story Of Us (Taylor's Version)",0.515,0.781,-2.608,0.0535,0.00192,0,0.054,0.57,139.846,4,267653,FALSE,"E","major","E major","Speak Now (Taylor's Version)","2023-07-07","6dTA6y0C2ReQklntzZl8l3","5AEDGbliTTfjOB8TSm1sxt"
"163","Never Grow Up (Taylor's Version)",0.685,0.323,-7.103,0.0289,0.851,0,0.198,0.569,125.058,4,292920,FALSE,"D","major","D major","Speak Now (Taylor's Version)","2023-07-07","2EFZ9emtKWEglWUQGEQ3P9","5AEDGbliTTfjOB8TSm1sxt"
"164","Enchanted (Taylor's Version)",0.505,0.532,-3.526,0.0265,0.012,0,0.149,0.216,81.907,4,353253,FALSE,"G#","major","G# major","Speak Now (Taylor's Version)","2023-07-07","3sW3oSbzsfecv9XoUdGs7h","5AEDGbliTTfjOB8TSm1sxt"
"165","Better Than Revenge (Taylor's Version)",0.496,0.885,-2.969,0.0803,0.000886,0,0.191,0.665,145.863,4,220306,FALSE,"B","minor","B minor","Speak Now (Taylor's Version)","2023-07-07","0NwGC0v03ysCYINtg6ns58","5AEDGbliTTfjOB8TSm1sxt"
"166","Innocent (Taylor's Version)",0.522,0.598,-5.327,0.0284,0.101,0,0.152,0.149,133.627,4,301221,FALSE,"C#","minor","C# minor","Speak Now (Taylor's Version)","2023-07-07","12nBPF4Rh4XLFJV0YLN7uj","5AEDGbliTTfjOB8TSm1sxt"
"167","Haunted (Taylor's Version)",0.427,0.915,-1.909,0.0619,0.00667,0,0.221,0.355,162.201,4,245413,FALSE,"F","major","F major","Speak Now (Taylor's Version)","2023-07-07","4tMzIAFTFdqGBQLdfbPces","5AEDGbliTTfjOB8TSm1sxt"
"168","Last Kiss (Taylor's Version)",0.55,0.366,-8.46,0.0276,0.447,4.43e-06,0.101,0.16,79.401,3,369120,FALSE,"A#","major","A# major","Speak Now (Taylor's Version)","2023-07-07","59KOoHFcw5XfICnO57holu","5AEDGbliTTfjOB8TSm1sxt"
"169","Long Live (Taylor's Version)",0.375,0.65,-4.031,0.0402,0.0122,0,0.189,0.0752,203.89,4,317960,FALSE,"C","major","C major","Speak Now (Taylor's Version)","2023-07-07","4hqJ4bSlYJOXb6Z4SRmzxs","5AEDGbliTTfjOB8TSm1sxt"
"170","Ours (Taylor’s Version)",0.535,0.488,-8.261,0.0278,0.449,0,0.111,0.348,159.813,4,235803,FALSE,"C","major","C major","Speak Now (Taylor's Version)","2023-07-07","3yNJkriPzWjkkDAWHIAVUq","5AEDGbliTTfjOB8TSm1sxt"
"171","Superman (Taylor’s Version)",0.533,0.742,-3.473,0.0303,0.0031,0,0.108,0.356,131.93,4,274945,FALSE,"G","major","G major","Speak Now (Taylor's Version)","2023-07-07","4evLyY5Ue1Wesc61t2KXAU","5AEDGbliTTfjOB8TSm1sxt"
"172","Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault)",0.547,0.855,-4.7,0.0597,0.0164,0,0.144,0.282,131.073,4,266466,FALSE,"G","major","G major","Speak Now (Taylor's Version)","2023-07-07","4e3ZNTAV6PCrdYMUrUlMpQ","5AEDGbliTTfjOB8TSm1sxt"
"173","When Emma Falls in Love (Taylor’s Version) (From The Vault)",0.474,0.763,-4.632,0.0505,0.159,0,0.138,0.231,78.133,4,252385,FALSE,"D","major","D major","Speak Now (Taylor's Version)","2023-07-07","0zo975x58DlXbZllWvfYhg","5AEDGbliTTfjOB8TSm1sxt"
"174","I Can See You (Taylor’s Version) (From The Vault)",0.694,0.764,-4.893,0.0337,0.0586,0,0.0608,0.819,123.044,4,273186,FALSE,"F#","major","F# major","Speak Now (Taylor's Version)","2023-07-07","5kHMfzgLZP95O9NBy0ku4v","5AEDGbliTTfjOB8TSm1sxt"
"175","Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault)",0.576,0.57,-7.925,0.0434,0.362,0,0.0668,0.378,147.803,4,306062,FALSE,"G","major","G major","Speak Now (Taylor's Version)","2023-07-07","4ABYxlb92WBIjHu7TIKmml","5AEDGbliTTfjOB8TSm1sxt"
"176","Foolish One (Taylor’s Version) (From The Vault)",0.671,0.588,-4.675,0.0299,0.617,0,0.111,0.543,96.965,4,311765,FALSE,"G","major","G major","Speak Now (Taylor's Version)","2023-07-07","4s8BIKx4Zh6ryAEz8RTlaU","5AEDGbliTTfjOB8TSm1sxt"
"177","Timeless (Taylor’s Version) (From The Vault)",0.624,0.585,-5.847,0.0328,0.3,0,0.0916,0.65,142.883,4,321396,FALSE,"D#","major","D# major","Speak Now (Taylor's Version)","2023-07-07","1HCdems7PQZRj42QDWLA0A","5AEDGbliTTfjOB8TSm1sxt"
"178","Welcome To New York (Taylor's Version)",0.757,0.61,-4.84,0.0327,0.00942,3.66e-05,0.367,0.685,116.998,4,212600,FALSE,"G","major","G major","1989 (Taylor's Version)","2023-10-27","4WUepByoeqcedHoYhSNHRt","1o59UpKw81iHR0HPiSkJR0"
"179","Blank Space (Taylor's Version)",0.733,0.733,-5.376,0.067,0.0885,0,0.168,0.701,96.057,4,231833,FALSE,"C","major","C major","1989 (Taylor's Version)","2023-10-27","0108kcWLnn2HlH2kedi1gn","1o59UpKw81iHR0HPiSkJR0"
"180","Style (Taylor's Version)",0.511,0.822,-4.785,0.0397,0.000421,0.0197,0.0899,0.305,94.868,4,231000,FALSE,"B","minor","B minor","1989 (Taylor's Version)","2023-10-27","3Vpk1hfMAQme8VJ0SNRSkd","1o59UpKw81iHR0HPiSkJR0"
"181","Out Of The Woods (Taylor's Version)",0.545,0.885,-5.968,0.0447,0.000537,5.59e-05,0.385,0.206,92.021,4,235800,FALSE,"C","major","C major","1989 (Taylor's Version)","2023-10-27","1OcSfkeCg9hRC2sFKB4IMJ","1o59UpKw81iHR0HPiSkJR0"
"182","All You Had To Do Was Stay (Taylor's Version)",0.588,0.721,-5.579,0.0317,0.000656,0,0.131,0.52,96.997,4,193289,FALSE,"C","major","C major","1989 (Taylor's Version)","2023-10-27","2k0ZEeAqzvYMcx9Qt5aClQ","1o59UpKw81iHR0HPiSkJR0"
"183","Shake It Off (Taylor's Version)",0.636,0.808,-5.693,0.0729,0.0121,2.18e-05,0.359,0.917,160.058,4,219209,FALSE,"G","major","G major","1989 (Taylor's Version)","2023-10-27","50yNTF0Od55qnHLxYsA5Pw","1o59UpKw81iHR0HPiSkJR0"
"184","I Wish You Would (Taylor's Version)",0.67,0.858,-6.528,0.0439,0.00354,1.25e-05,0.0687,0.539,118.009,4,207650,FALSE,"C","major","C major","1989 (Taylor's Version)","2023-10-27","3FxJDucHWdw6caWTKO5b23","1o59UpKw81iHR0HPiSkJR0"
"185","Bad Blood (Taylor's Version)",0.618,0.683,-6.438,0.194,0.0362,0,0.305,0.363,169.971,4,211103,FALSE,"G","major","G major","1989 (Taylor's Version)","2023-10-27","7oZONwFiFIErZcXAtTu7FY","1o59UpKw81iHR0HPiSkJR0"
"186","Wildest Dreams (Taylor's Version)",0.589,0.674,-7.48,0.0656,0.0436,7.18e-05,0.112,0.514,139.985,4,220433,FALSE,"G#","major","G# major","1989 (Taylor's Version)","2023-10-27","27exgla7YBw9DUNNcTIpjy","1o59UpKw81iHR0HPiSkJR0"
"187","How You Get The Girl (Taylor's Version)",0.758,0.691,-5.798,0.0515,0.00196,1.09e-05,0.0939,0.538,119.997,4,247533,FALSE,"F","major","F major","1989 (Taylor's Version)","2023-10-27","733OhaXQIHY7BKtY3vnSkn","1o59UpKw81iHR0HPiSkJR0"
"188","This Love (Taylor’s Version)",0.471,0.509,-8.796,0.0355,0.316,0,0.0673,0.0567,144.071,4,250100,FALSE,"C#","minor","C# minor","1989 (Taylor's Version)","2023-10-27","4WBEj8TeGtRPNJdOmT3WJW","1o59UpKw81iHR0HPiSkJR0"
"189","I Know Places (Taylor's Version)",0.582,0.788,-5.358,0.0445,0.0999,0,0.115,0.652,160.027,4,195700,FALSE,"C","major","C major","1989 (Taylor's Version)","2023-10-27","1ULabO0PEsdJekqVH6G10G","1o59UpKw81iHR0HPiSkJR0"
"190","Clean (Taylor's Version)",0.772,0.391,-8.892,0.0293,0.25,2.92e-05,0.0981,0.258,103.955,4,271000,FALSE,"E","major","E major","1989 (Taylor's Version)","2023-10-27","0lKUBmEyQfzsQHozyeXzES","1o59UpKw81iHR0HPiSkJR0"
"191","Wonderland (Taylor's Version)",0.464,0.705,-5.97,0.0434,0.00976,2.61e-05,0.209,0.385,183.892,4,245566,FALSE,"D#","major","D# major","1989 (Taylor's Version)","2023-10-27","6HRsJu8vcnzYDN4t0570FY","1o59UpKw81iHR0HPiSkJR0"
"192","You Are In Love (Taylor's Version)",0.363,0.498,-9.473,0.0755,0.61,3.91e-06,0.112,0.477,84.68,4,267389,FALSE,"A","major","A major","1989 (Taylor's Version)","2023-10-27","0TyGh27YQ5LknmiDhCzJiT","1o59UpKw81iHR0HPiSkJR0"
"193","New Romantics (Taylor's Version)",0.649,0.846,-5.958,0.0602,0.00675,4.63e-06,0.0824,0.698,121.978,4,230177,FALSE,"F","major","F major","1989 (Taylor's Version)","2023-10-27","5M787RexsAiVYjQusM98CV","1o59UpKw81iHR0HPiSkJR0"
"194","""Slut!"" (Taylor's Version) (From The Vault)",0.591,0.412,-13.27,0.0863,0.309,0.000199,0.0608,0.328,155.875,4,180381,FALSE,"D","major","D major","1989 (Taylor's Version)","2023-10-27","0CD7DzeCsuPJygddqlUVYa","1o59UpKw81iHR0HPiSkJR0"
"195","Say Don't Go (Taylor's Version) (From The Vault)",0.633,0.551,-8.297,0.0341,0.066,9.94e-06,0.127,0.164,109.95,4,279833,FALSE,"E","major","E major","1989 (Taylor's Version)","2023-10-27","3CCRVu4F91Qp2mnGjmWBrf","1o59UpKw81iHR0HPiSkJR0"
"196","Now That We Don't Talk (Taylor's Version) (From The Vault)",0.8,0.501,-9.332,0.034,0.16,7.14e-05,0.0874,0.0831,110.013,4,146436,FALSE,"C","major","C major","1989 (Taylor's Version)","2023-10-27","5QUIK7ZtziW8kGWo8RqopF","1o59UpKw81iHR0HPiSkJR0"
"197","Suburban Legends (Taylor's Version) (From The Vault)",0.701,0.625,-8.804,0.036,0.207,0,0.105,0.323,118.036,4,171818,FALSE,"C","major","C major","1989 (Taylor's Version)","2023-10-27","6M9ppdfFjR1AbpUl3Y8DcV","1o59UpKw81iHR0HPiSkJR0"
"198","Is It Over Now? (Taylor's Version) (From The Vault)",0.595,0.656,-7.343,0.037,0.041,0,0.122,0.191,99.994,4,229477,FALSE,"C","major","C major","1989 (Taylor's Version)","2023-10-27","6IG3sQ8s9nfk6TUlVzRhbN","1o59UpKw81iHR0HPiSkJR0"
"199","Bad Blood (feat. Kendrick Lamar) (Taylor's Version)",0.602,0.648,-6.905,0.103,0.0104,0,0.217,0.174,170.091,4,199773,FALSE,"D","major","D major","1989 (Taylor's Version)","2023-10-27","6qAcApH8obo8eqatCKUHd9","1o59UpKw81iHR0HPiSkJR0"
