"","line","lyric","element","track_name","album_name"
"1905",47,"You shoulda known","Chorus","Dear John (Taylor's Version)","Speak Now (Taylor's Version)"
"1906",48,"You shoulda known","Outro","Dear John (Taylor's Version)","Speak Now (Taylor's Version)"
"1907",49,"Don't you think I was too young?","Outro","Dear John (Taylor's Version)","Speak Now (Taylor's Version)"
"1908",50,"You shoulda known","Outro","Dear John (Taylor's Version)","Speak Now (Taylor's Version)"
"1909",1,"You, with your words like knives","Verse 1","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1910",2,"And swords and weapons that you use against me","Verse 1","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1911",3,"You have knocked me off my feet again","Verse 1","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1912",4,"Got me feelin' like a nothing","Verse 1","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1913",5,"You, with your voice like nails on a chalkboard","Verse 1","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1914",6,"Calling me out when I'm wounded","Verse 1","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1915",7,"You, pickin' on the weaker man","Verse 1","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1916",8,"Well, you can take me down","Pre-Chorus","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1917",9,"With just one single blow","Pre-Chorus","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1918",10,"But you don't know what you don't know","Pre-Chorus","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1919",11,"Someday, I'll be livin' in a big old city","Chorus","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1920",12,"And all you're ever gonna be is mean","Chorus","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1921",13,"Someday, I'll be big enough so you can't hit me","Chorus","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1922",14,"And all you're ever gonna be is mean","Chorus","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1923",15,"Why you gotta be so mean?","Chorus","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1924",16,"You, with your switching sides","Verse 2","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1925",17,"And your wildfire lies and your humiliation","Verse 2","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1926",18,"You have pointed out my flaws again","Verse 2","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1927",19,"As if I don't already see them","Verse 2","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1928",20,"I walk with my head down, trying to block you out","Verse 2","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1929",21,"'Cause I'll never impress you","Verse 2","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1930",22,"I just wanna feel okay again","Verse 2","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1931",23,"I bet you got pushed around","Pre-Chorus","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1932",24,"Somebody made you cold","Pre-Chorus","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1933",25,"But the cycle ends right now","Pre-Chorus","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1934",26,"'Cause you can't lead me down that road","Pre-Chorus","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1935",27,"And you don't know what you don't know","Pre-Chorus","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1936",28,"Someday, I'll be livin' in a big old city","Chorus","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1937",29,"And all you're ever gonna be is mean","Chorus","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1938",30,"Someday, I'll be big enough so you can't hit me","Chorus","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1939",31,"And all you're ever gonna be is mean","Chorus","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1940",32,"Why you gotta be so mean?","Chorus","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1941",33,"And I can see you years from now in a bar","Bridge","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1942",34,"Talking over a football game","Bridge","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1943",35,"With that same big, loud opinion but nobody's listening","Bridge","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1944",36,"Washed up and ranting about the same old bitter things","Bridge","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1945",37,"Drunk and grumbling on about how I can't sing","Bridge","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1946",38,"But all you are is mean","Bridge","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1947",39,"All you are is mean","Buildup","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1948",40,"And a liar, and pathetic","Buildup","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1949",41,"And alone in life, and mean","Buildup","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1950",42,"And mean, and mean, and mean","Buildup","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1951",43,"But someday, I'll be livin' in a big old city","Chorus","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1952",44,"And all you're ever gonna be is mean, yeah","Chorus","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1953",45,"Someday, I'll be big enough so you can't hit me","Chorus","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1954",46,"And all you're ever gonna be is mean","Chorus","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1955",47,"Why you gotta be so mean?","Chorus","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1956",48,"Someday, I'll be livin' in a big old city","Chorus","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1957",49,"(Why you gotta be so mean?)","Chorus","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1958",50,"And all you're ever gonna be is mean","Chorus","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1959",51,"(Why you gotta be so mean?)","Chorus","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1960",52,"Someday, I'll be big enough so you can't hit me","Chorus","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1961",53,"(Why you gotta be so mean?)","Chorus","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1962",54,"And all you're ever gonna be is mean","Chorus","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1963",55,"Why you gotta be so mean?","Chorus","Mean (Taylor's Version)","Speak Now (Taylor's Version)"
"1964",1,"I used to think one day we'd tell the story of us","Verse 1","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1965",2,"How we met and the sparks flew instantly","Verse 1","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1966",3,"And people would say, ""They're the lucky ones""","Verse 1","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1967",4,"I used to know my place was the spot next to you","Verse 1","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1968",5,"Now I'm searchin' the room for an empty seat","Verse 1","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1969",6,"'Cause lately I don't even know what page you're on","Verse 1","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1970",7,"Oh, a simple complication","Pre-Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1971",8,"Miscommunications lead to fallout","Pre-Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1972",9,"So many things that I wish you knew","Pre-Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1973",10,"So many walls up, I can't break through","Pre-Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1974",11,"Now I'm standin' alone in a crowded room","Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1975",12,"And we're not speakin'","Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1976",13,"And I'm dyin' to know, is it killin' you","Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1977",14,"Like it's killin' me? Yeah","Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1978",15,"I don't know what to say since the twist of fate","Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1979",16,"When it all broke down","Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1980",17,"And the story of us looks a lot like a tragedy now","Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1981",18,"Next chapter","Post-Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1982",19,"How'd we end up this way?","Verse 2","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1983",20,"See me nervously pulling at my clothes and tryin' to look busy","Verse 2","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1984",21,"And you're doin' your best to avoid me","Verse 2","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1985",22,"I'm starting to think one day I'll tell the story of us","Verse 2","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1986",23,"How I was losin' my mind when I saw you here","Verse 2","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1987",24,"But you held your pride like you should've held me","Verse 2","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1988",25,"Oh, I'm scared to see the ending","Pre-Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1989",26,"Why are we pretending this is nothin'?","Pre-Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1990",27,"I'd tell you I miss you, but I don't know how","Pre-Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1991",28,"I've never heard silence quite this loud","Pre-Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1992",29,"Now I'm standin' alone in a crowded room","Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1993",30,"And we're not speakin'","Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1994",31,"And I'm dyin' to know, is it killin' you","Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1995",32,"Like it's killin' me? Yeah","Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1996",33,"I don't know what to say since the twist of fate","Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1997",34,"When it all broke down","Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1998",35,"And the story of us looks a lot like a tragedy now","Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"1999",36,"This is looking like a contest","Bridge","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"2000",37,"Of who can act like they care less","Bridge","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"2001",38,"But I liked it better when you were on my side","Bridge","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"2002",39,"The battle's in your hands now","Bridge","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"2003",40,"But I would lay my armor down","Bridge","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"2004",41,"If you said you'd rather love than fight","Bridge","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"2005",42,"So many things that you wish I knew","Pre-Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"2006",43,"But the story of us might be ending soon","Pre-Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"2007",44,"Now I'm standin' alone in a crowded room","Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"2008",45,"And we're not speakin'","Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"2009",46,"And I'm dyin' to know, is it killin' you","Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"2010",47,"Like it's killin' me? Yeah","Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"2011",48,"And I don't know what to say since the twist of fate","Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"2012",49,"When it all broke down","Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"2013",50,"And the story of us looks a lot like a tragedy now, now, now","Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"2014",51,"And we're not speakin'","Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"2015",52,"And I'm dyin' to know, is it killin' you","Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"2016",53,"Like it's killin' me? Yeah","Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"2017",54,"I don't know what to say since the twist of fate","Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"2018",55,"'Cause we're goin' down","Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"2019",56,"And the story of us looks a lot like a tragedy now","Chorus","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"2020",57,"The end","Outro","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)"
"2021",1,"Your little hand's wrapped around my finger","Verse 1","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2022",2,"And it's so quiet in the world tonight","Verse 1","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2023",3,"Your little eyelids flutter 'cause you're dreaming","Verse 1","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2024",4,"So I tuck you in, turn on your favourite nightlight","Verse 1","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2025",5,"To you, everything's funny","Pre-Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2026",6,"You got nothing to regret","Pre-Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2027",7,"I'd give all I have, honey","Pre-Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2028",8,"If you could stay like that","Pre-Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2029",9,"Oh, darling, don't you ever grow up","Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2030",10,"Don't you ever grow up, just stay this little","Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2031",11,"Oh, darling, don't you ever grow up","Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2032",12,"Don't you ever grow up, it could stay this simple","Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2033",13,"I won't let nobody hurt you","Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2034",14,"Won't let no one break your heart","Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2035",15,"And no one will desert you","Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2036",16,"Just try to never grow up","Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2037",17,"And never grow up","Post-Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2038",18,"You're in the car, on the way to the movies","Verse 2","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2039",19,"And you're mortified your mom's droppin' you off","Verse 2","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2040",20,"At fourteen, there's just so much you can't do","Verse 2","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2041",21,"And you can't wait to move out someday and call your own shots","Verse 2","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2042",22,"But don't make her drop you off around the block","Pre-Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2043",23,"Remember that she's gettin' older, too","Pre-Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2044",24,"And don't lose the way that you dance around","Pre-Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2045",25,"In your PJs getting ready for school","Pre-Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2046",26,"Oh, darling, don't you ever grow up","Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2047",27,"Don't you ever grow up, just stay this little","Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2048",28,"Oh, darling, don't you ever grow up","Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2049",29,"Don't you ever grow up, it could stay this simple","Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2050",30,"And no one's ever burned you","Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2051",31,"Nothing's ever left you scarred","Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2052",32,"And even though you want to","Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2053",33,"Just try to never grow up","Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2054",34,"Take pictures in your mind of your childhood room","Bridge","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2055",35,"Memorize what it sounded like when your dad gets home","Bridge","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2056",36,"Remember the footsteps, remember the words said","Bridge","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2057",37,"And all your little brother's favorite songs","Bridge","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2058",38,"I just realized everything I have is, someday, gonna be gone","Bridge","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2059",39,"So, here I am in my new apartment","Verse 3","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2060",40,"In a big city, they just dropped me off","Verse 3","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2061",41,"It's so much colder than I thought it would be","Verse 3","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2062",42,"So I tuck myself in and turn my nightlight on","Verse 3","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2063",43,"Wish I'd never grown up","Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2064",44,"Wish I'd never grown up","Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2065",45,"Oh, I don't wanna grow up","Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2066",46,"Wish I'd never grown up, I could still be little","Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2067",47,"Oh, I don't wanna grow up","Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2068",48,"Wish I'd never grown up, it could still be simple","Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2069",49,"Oh, darling, don't you ever grow up","Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2070",50,"Don't you ever grow up, just stay this little","Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2071",51,"Oh, darling, don't you ever grow up","Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2072",52,"Don't you ever grow up, it could stay this simple","Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2073",53,"I won't let nobody hurt you (Never grow up)","Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2074",54,"Won't let no one break your heart","Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2075",55,"And even though you want to","Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2076",56,"Please, try to never grow up","Chorus","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2077",57,"Oh, oh (Never grow up)","Outro","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2078",58,"Just never grow up","Outro","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2079",59,"Oh (Never grow up)","Outro","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2080",60,"Just never grow up","Outro","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)"
"2081",1,"There I was again tonight","Verse 1","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2082",2,"Forcing laughter, faking smiles","Verse 1","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2083",3,"Same old tired, lonely place","Verse 1","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2084",4,"Walls of insincerity","Verse 1","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2085",5,"Shifting eyes and vacancy","Verse 1","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2086",6,"Vanished when I saw your face","Verse 1","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2087",7,"All I can say is it was enchanting to meet you","Verse 1","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2088",8,"Your eyes whispered, ""Have we met?""","Verse 2","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2089",9,"Across the room, your silhouette","Verse 2","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2090",10,"Starts to make its way to me","Verse 2","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2091",11,"The playful conversation starts","Verse 2","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2092",12,"Counter all your quick remarks","Verse 2","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2093",13,"Like passing notes in secrecy","Verse 2","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2094",14,"And it was enchanting to meet you","Verse 2","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2095",15,"All I can say is I was enchanted to meet you","Verse 2","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2096",16,"This night is sparklin', don't you let it go","Chorus","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2097",17,"I'm wonderstruck, blushin' all the way home","Chorus","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2098",18,"I'll spend forever wonderin' if you knew","Chorus","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2099",19,"I was enchanted to meet you","Chorus","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2100",20,"The lingering question kept me up","Verse 3","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2101",21,"2AM, who do you love?","Verse 3","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2102",22,"I wonder 'til I'm wide awake","Verse 3","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2103",23,"And now, I'm pacing back and forth","Verse 3","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2104",24,"Wishing you were at my door","Verse 3","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2105",25,"I'd open up and you would say","Verse 3","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2106",26,"""Hey, it was enchanting to meet you""","Verse 3","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2107",27,"All I know is I was enchanted to meet you","Verse 3","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2108",28,"This night is sparklin', don't you let it go","Chorus","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2109",29,"I'm wonderstruck, blushin' all the way home","Chorus","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2110",30,"I'll spend forever wonderin' if you knew","Chorus","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2111",31,"This night is flawless, don't you let it go","Chorus","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2112",32,"I'm wonderstruck, dancing around all alone","Chorus","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2113",33,"I'll spend forever wonderin' if you knew","Chorus","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2114",34,"I was enchanted to meet you","Chorus","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2115",35,"This is me praying that","Bridge","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2116",36,"This was the very first page","Bridge","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2117",37,"Not where the storyline ends","Bridge","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2118",38,"My thoughts will echo your name","Bridge","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2119",39,"Until I see you again","Bridge","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2120",40,"These are the words I held back","Bridge","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2121",41,"As I was leaving too soon","Bridge","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2122",42,"I was enchanted to meet you","Bridge","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2123",43,"Please, don't be in love with someone else","Bridge","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2124",44,"Please, don't have somebody waitin' on you","Bridge","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2125",45,"Please, don't be in love with someone else (Ooh)","Bridge","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2126",46,"Please, don't have somebody waitin' on you (Oh-oh)","Bridge","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2127",47,"This night is sparklin', don't you let it go","Chorus","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2128",48,"I'm wonderstruck, blushin' all the way home","Chorus","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2129",49,"I'll spend forever wonderin' if you knew","Chorus","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2130",50,"This night is flawless (Please, don't be in love with someone else)","Chorus","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2131",51,"Don't you let it go","Chorus","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2132",52,"I'm wonderstruck (Please, don't have somebody waitin' on you)","Chorus","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2133",53,"Dancing around all alone","Chorus","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2134",54,"I'll spend forever (Please, don't be in love with someone else)","Chorus","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2135",55,"Wonderin' if you knew","Chorus","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2136",56,"I was enchanted to meet you","Chorus","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2137",57,"Please, don't be in love with someone else","Outro","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2138",58,"Please, don't have somebody waitin' on you","Outro","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)"
"2139",1,"Now go stand in the corner and think about what you did (Haha)","Intro","Better Than Revenge (Taylor's Version)","Speak Now (Taylor's Version)"
"2140",2,"Haha, time for a little revenge","Intro","Better Than Revenge (Taylor's Version)","Speak Now (Taylor's Version)"
"2141",3,"The story starts when it was hot and it was summer, and","Verse 1","Better Than Revenge (Taylor's Version)","Speak Now (Taylor's Version)"
"2142",4,"I had it all, I had him right there where I wanted him","Verse 1","Better Than Revenge (Taylor's Version)","Speak Now (Taylor's Version)"
"2143",5,"She came along, got him alone, and let's hear the applause","Verse 1","Better Than Revenge (Taylor's Version)","Speak Now (Taylor's Version)"
"2144",6,"She took him faster than you can say ""Sabotage""","Verse 1","Better Than Revenge (Taylor's Version)","Speak Now (Taylor's Version)"
"2145",7,"I never saw it coming, wouldn't have suspected it","Verse 1","Better Than Revenge (Taylor's Version)","Speak Now (Taylor's Version)"
